transcript_id	gene_id	length	effective_length	expected_count	TPM	FPKM	IsoPct
uc021sra.1	10046	3555	3417.02	72.40	0.26	0.33	1.87
uc002bct.1	10047	2932	2794.02	1.00	0.00	0.01	100.00
uc002bcu.1	10047	3305	3167.02	0.00	0.00	0.00	0.00
uc002bcv.3	10048	1719	1581.02	0.00	0.00	0.00	0.00
uc031qsy.1	10049	663	525.04	0.00	0.00	0.00	0.00
uc001dda.5	1005	2492	2354.02	16.46	0.09	0.11	1.17
uc001ddc.2	1005	3759	3621.02	180.13	0.61	0.78	8.35
uc001dde.2	1005	5569	5431.02	377.85	0.86	1.08	11.68
uc001ddf.2	1005	5646	5508.02	98.77	0.22	0.28	3.01
uc001ddg.2	1005	5604	5466.02	70.45	0.16	0.20	2.16
uc001ddh.2	1005	3613	3475.02	0.00	0.00	0.00	0.00
uc001ddi.2	1005	3615	3477.02	474.07	1.68	2.13	22.89
uc001ddj.1	1005	5425	5287.02	1235.31	2.87	3.64	39.23
uc009way.2	1005	3893	3755.02	256.97	0.84	1.07	11.49
uc010opf.1	1005	3833	3695.02	0.00	0.00	0.00	0.00
uc010opg.1	1005	5643	5505.02	0.00	0.00	0.00	0.00
uc021srb.1	10050	26	0.00	0.00	0.00	0.00	0.00
uc021src.1	10051	28	0.00	0.00	0.00	0.00	0.00
uc010bky.2	10052	3117	2979.02	0.00	0.00	0.00	0.00
uc010umq.1	10052	1411	1273.02	1.06	0.01	0.01	100.00
uc002bcw.1	10053	28	0.00	0.00	0.00	0.00	0.00
uc002bcx.1	10054	31	0.00	0.00	0.00	0.00	0.00
uc010umr.3	10055	993	855.02	15.00	0.22	0.27	100.00
uc002bcy.4	10056	6087	5949.02	6490.96	13.42	17.01	92.06
uc002bda.3	10056	2347	2209.02	120.17	0.67	0.85	4.59
uc010bla.3	10056	6035	5897.02	234.42	0.49	0.62	3.35
uc021srd.1	10057	66	0.00	0.00	0.00	0.00	0.00
uc031qsz.1	10058	27	0.00	0.00	0.00	0.00	0.00
uc021sre.1	10059	126	12.51	0.00	0.00	0.00	0.00
uc001ddk.2	1006	6475	6337.02	5044.33	9.79	12.41	95.66
uc010oph.2	1006	1748	1610.02	58.12	0.44	0.56	4.34
uc010blb.1	10060	1892	1754.02	0.00	0.00	0.00	0.00
uc002bdb.2	10061	1623	1485.02	0.00	0.00	0.00	0.00
uc002bdc.2	10061	1588	1450.02	5.58	0.05	0.06	14.12
uc010ums.2	10061	1299	1161.02	5.86	0.06	0.08	18.53
uc031qta.1	10061	1476	1338.02	24.56	0.23	0.29	67.36
uc002bdd.3	10062	2701	2563.02	4563.59	21.91	27.76	95.44
uc002bdf.3	10062	3330	3192.02	129.93	0.50	0.63	2.18
uc002bdg.3	10062	2586	2448.02	0.00	0.00	0.00	0.00
uc010umt.2	10062	2560	2422.02	0.00	0.00	0.00	0.00
uc010umu.2	10062	2550	2412.02	34.22	0.17	0.22	0.76
uc010umv.2	10062	2640	2502.02	33.47	0.16	0.21	0.72
uc021srf.1	10062	3103	2965.02	49.83	0.21	0.26	0.90
uc002bdh.3	10063	3010	2872.02	0.00	0.00	0.00	0.00
uc010umw.2	10063	2998	2860.02	13.00	0.06	0.07	100.00
uc010umx.2	10063	2448	2310.02	0.00	0.00	0.00	0.00
uc010umy.2	10063	1358	1220.02	0.00	0.00	0.00	0.00
uc002bdi.3	10064	3203	3065.02	0.00	0.00	0.00	0.00
uc002bdj.2	10064	3064	2926.02	0.00	0.00	0.00	0.00
uc002bdk.3	10064	2891	2753.02	0.00	0.00	0.00	0.00
uc002bdl.3	10064	2004	1866.02	18.90	0.12	0.16	89.62
uc002bdm.2	10064	2785	2647.02	3.10	0.01	0.02	10.38
uc002bdn.3	10065	1205	1067.02	1321.44	15.24	19.31	39.27
uc002bdo.3	10065	1258	1120.02	1777.07	19.52	24.73	50.32
uc010blc.1	10065	1026	888.02	14.31	0.20	0.25	0.51
uc010umz.1	10065	1346	1208.02	34.88	0.36	0.45	0.92
uc010una.1	10065	937	799.02	226.30	3.48	4.42	8.98
uc021srg.1	10066	103	3.91	0.00	0.00	0.00	0.00
uc002bdp.2	10067	782	644.03	0.00	0.00	0.00	0.00
uc002bdq.3	10068	1626	1488.02	95.31	0.79	1.00	11.60
uc002bdr.2	10068	6367	6229.02	3040.67	6.01	7.61	88.40
uc010unb.1	10068	6297	6159.02	0.00	0.00	0.00	0.00
uc002bdt.3	10069	1475	1337.02	0.00	0.00	0.00	0.00
uc010ble.3	10069	866	728.03	15.08	0.25	0.32	74.15
uc010unc.2	10069	1235	1097.02	7.92	0.09	0.11	25.85
uc001ddm.2	1007	2177	2039.02	0.00	0.00	0.00	0.00
uc001ddn.2	1007	2346	2208.02	0.00	0.00	0.00	0.00
uc031pmv.1	1007	2203	2065.02	0.00	0.00	0.00	0.00
uc002bdu.4	10070	1235	1097.02	11172.57	125.30	158.77	92.40
uc002bdv.4	10070	1072	934.02	34.78	0.46	0.58	0.34
uc002bdw.4	10070	3056	2918.02	198.57	0.84	1.06	0.62
uc002bdx.4	10070	2127	1989.02	19.58	0.12	0.15	0.09
uc010blf.3	10070	1159	1021.02	737.50	8.89	11.26	6.55
uc002bdy.3	10071	3646	3508.02	669.43	2.35	2.97	100.00
uc002bea.3	10072	2320	2182.02	1.27	0.01	0.01	10.03
uc002beb.3	10072	2040	1902.02	4.23	0.03	0.03	38.38
uc002bec.3	10072	3318	3180.02	9.50	0.04	0.05	51.60
uc010blg.2	10072	332	194.33	0.00	0.00	0.00	0.00
uc002bed.1	10073	2448	2310.02	0.00	0.00	0.00	0.00
uc002bee.1	10073	1469	1331.02	0.00	0.00	0.00	0.00
uc010blh.1	10073	2466	2328.02	4.30	0.02	0.03	100.00
uc002bef.1	10074	1521	1383.02	18.17	0.16	0.20	100.00
uc021srh.1	10075	30	0.00	0.00	0.00	0.00	0.00
uc002beg.1	10076	31	0.00	0.00	0.00	0.00	0.00
uc021sri.1	10077	28	0.00	0.00	0.00	0.00	0.00
uc002beh.2	10078	31	0.00	0.00	0.00	0.00	0.00
uc002bei.3	10079	481	343.08	3.45	0.12	0.16	100.00
uc001ddo.3	1008	2826	2688.02	14.34	0.07	0.08	59.72
uc001ddp.2	1008	1099	961.02	0.00	0.00	0.00	0.00
uc001ddq.3	1008	2498	2360.02	0.00	0.00	0.00	0.00
uc001ddr.3	1008	2556	2418.02	0.00	0.00	0.00	0.00
uc001dds.3	1008	2014	1876.02	0.00	0.00	0.00	0.00
uc001ddt.3	1008	1821	1683.02	0.00	0.00	0.00	0.00
uc009waz.3	1008	3008	2870.02	0.00	0.00	0.00	0.00
uc010opi.2	1008	2309	2171.02	0.00	0.00	0.00	0.00
uc010opj.2	1008	2305	2167.02	0.00	0.00	0.00	0.00
uc010opk.2	1008	2375	2237.02	0.00	0.00	0.00	0.00
uc010opl.2	1008	2068	1930.02	0.00	0.00	0.00	0.00
uc010opm.2	1008	2792	2654.02	0.00	0.00	0.00	0.00
uc010opn.2	1008	2535	2397.02	0.00	0.00	0.00	0.00
uc010opo.1	1008	905	767.02	0.00	0.00	0.00	0.00
uc010opp.1	1008	507	369.07	0.00	0.00	0.00	0.00
uc010opq.1	1008	815	677.03	0.00	0.00	0.00	0.00
uc010opr.1	1008	741	603.03	0.00	0.00	0.00	0.00
uc010ops.2	1008	2291	2153.02	0.00	0.00	0.00	0.00
uc010opt.2	1008	2205	2067.02	0.00	0.00	0.00	0.00
uc010opu.2	1008	2054	1916.02	0.00	0.00	0.00	0.00
uc010opv.2	1008	2059	1921.02	0.00	0.00	0.00	0.00
uc010opw.2	1008	2098	1960.02	0.00	0.00	0.00	0.00
uc010opx.2	1008	1898	1760.02	0.00	0.00	0.00	0.00
uc010opy.2	1008	2267	2129.02	0.00	0.00	0.00	0.00
uc010opz.2	1008	2055	1917.02	0.00	0.00	0.00	0.00
uc010oqa.2	1008	2216	2078.02	0.00	0.00	0.00	0.00
uc010oqb.2	1008	2272	2134.02	0.00	0.00	0.00	0.00
uc010oqc.2	1008	2111	1973.02	0.00	0.00	0.00	0.00
uc010oqd.2	1008	1952	1814.02	0.00	0.00	0.00	0.00
uc010oqe.2	1008	2098	1960.02	0.00	0.00	0.00	0.00
uc010oqf.3	1008	2453	2315.02	8.33	0.04	0.06	40.28
uc010oqg.2	1008	2169	2031.02	0.00	0.00	0.00	0.00
uc010oqh.2	1008	1965	1827.02	0.00	0.00	0.00	0.00
uc002bej.4	10080	5537	5399.02	7.44	0.02	0.02	70.12
uc002bek.1	10080	3546	3408.02	2.00	0.01	0.01	29.88
uc010und.1	10080	2991	2853.02	0.00	0.00	0.00	0.00
uc021srj.1	10081	73	0.00	0.50	0.00	0.00	0.00
uc002bel.4	10082	2011	1873.02	124.93	0.82	1.04	1.74
uc002bem.4	10082	1894	1756.02	4707.05	32.98	41.79	69.79
uc010bli.2	10082	1277	1139.02	5.33	0.06	0.07	0.12
uc010blj.2	10082	1401	1263.02	65.30	0.64	0.81	1.35
uc010une.3	10082	1847	1709.02	42.02	0.30	0.38	0.64
uc031qtb.1	10082	1779	1641.02	16.24	0.12	0.15	0.26
uc031qtc.1	10082	1747	1609.02	1613.14	12.33	15.63	26.10
uc010unf.1	10083	2158	2020.02	59.18	0.36	0.46	1.02
uc010ung.1	10083	633	495.04	12.31	0.31	0.39	0.87
uc021srk.1	10083	1494	1356.02	3817.52	34.64	43.89	98.11
uc002beo.3	10084	4860	4722.02	15.88	0.04	0.05	55.70
uc002bep.3	10084	6366	6228.02	0.00	0.00	0.00	0.00
uc002beq.3	10084	6414	6276.02	0.00	0.00	0.00	0.00
uc002ber.4	10084	4035	3897.02	5.28	0.02	0.02	22.45
uc010blm.1	10084	4123	3985.02	3.26	0.01	0.01	13.55
uc010unh.1	10084	1834	1696.02	0.85	0.01	0.01	8.30
uc021srl.1	10085	693	555.04	0.00	0.00	0.00	0.00
uc010uni.2	10086	84	0.00	0.00	0.00	0.00	0.00
uc002bet.3	10087	5442	5304.02	0.00	0.00	0.00	0.00
uc021srm.1	10087	1608	1470.02	0.00	0.00	0.00	0.00
uc002beu.3	10088	1435	1297.02	4273.80	40.54	51.37	94.76
uc002bev.3	10088	1503	1365.02	148.46	1.34	1.70	3.13
uc010unj.1	10088	1111	973.02	71.32	0.90	1.14	2.11
uc002bew.1	10089	6742	6604.02	119.00	0.22	0.28	100.00
uc010unk.1	10089	6783	6645.02	0.00	0.00	0.00	0.00
uc021ooo.1	1009	104	4.17	0.00	0.00	0.00	0.00
uc021srn.1	10090	73	0.00	0.00	0.00	0.00	0.00
uc021sro.1	10091	102	3.67	0.00	0.00	0.00	0.00
uc002bex.4	10092	2346	2208.02	886.18	4.94	6.26	30.41
uc002bey.3	10092	2148	2010.02	8.23	0.05	0.06	0.31
uc002bez.4	10092	1025	887.02	44.58	0.62	0.78	3.81
uc002bfa.4	10092	645	507.04	323.23	7.84	9.94	48.31
uc021srp.1	10092	2365	2227.02	234.78	1.30	1.64	7.99
uc021srq.1	10092	2293	2155.02	44.29	0.25	0.32	1.56
uc021srr.1	10092	2282	2144.02	4.51	0.03	0.03	0.16
uc021srs.1	10092	558	420.06	0.00	0.00	0.00	0.00
uc021srt.1	10092	536	398.06	2.81	0.09	0.11	0.54
uc021sru.1	10092	667	529.04	48.29	1.12	1.42	6.92
uc002bfb.2	10093	2084	1946.02	325.57	2.06	2.61	100.00
uc002bfc.4	10094	899	761.02	809.42	13.09	16.58	86.75
uc002bfd.4	10094	955	817.02	132.68	2.00	2.53	13.25
uc002bfe.2	10095	1827	1689.02	463.11	3.37	4.27	14.83
uc002bff.2	10095	1664	1526.02	1664.88	13.42	17.01	59.01
uc002bfg.2	10095	1672	1534.02	15.14	0.12	0.15	0.53
uc002bfh.2	10095	1672	1534.02	473.62	3.80	4.81	16.70
uc002bfi.2	10095	1509	1371.02	221.22	1.99	2.52	8.73
uc021srv.1	10095	1550	1412.02	0.00	0.00	0.00	0.00
uc021srw.1	10095	1743	1605.02	6.03	0.05	0.06	0.20
uc021srx.1	10095	1698	1560.02	0.00	0.00	0.00	0.00
uc021sry.1	10095	1673	1535.02	0.00	0.00	0.00	0.00
uc002bfm.2	10096	1810	1672.02	1404.42	10.33	13.09	92.04
uc002bfn.2	10096	3661	3523.02	87.34	0.31	0.39	2.72
uc010bln.1	10096	372	234.18	0.00	0.00	0.00	0.00
uc010blo.1	10096	165	37.67	0.00	0.00	0.00	0.00
uc010unl.2	10096	1396	1258.02	60.24	0.59	0.75	5.25
uc021srz.1	10096	148	25.41	0.00	0.00	0.00	0.00
uc021ssa.1	10097	1839	1701.02	0.00	0.00	0.00	0.00
uc002bfo.3	10098	2915	2777.02	6.44	0.03	0.04	100.00
uc002bfp.1	10099	590	452.05	0.00	0.00	0.00	0.00
uc010nyy.2	101	1531	1393.02	30.31	0.27	0.34	100.00
uc001ddu.3	1010	4040	3902.02	20.38	0.06	0.08	66.82
uc010oqi.2	1010	4028	3890.02	0.00	0.00	0.00	0.00
uc010oqj.2	1010	4024	3886.02	0.00	0.00	0.00	0.00
uc010oqk.3	1010	4133	3995.02	0.00	0.00	0.00	0.00
uc010oql.3	1010	3782	3644.02	0.00	0.00	0.00	0.00
uc010oqm.3	1010	3849	3711.02	9.62	0.03	0.04	33.18
uc010oqn.3	1010	3790	3652.02	0.00	0.00	0.00	0.00
uc002bfq.3	10100	1126	988.02	9.42	0.12	0.15	98.36
uc002bfr.3	10100	6576	6438.02	0.00	0.00	0.00	0.00
uc002bfs.3	10100	6423	6285.02	1.00	0.00	0.00	1.64
uc010unm.2	10100	6501	6363.02	0.00	0.00	0.00	0.00
uc002bft.3	10101	2258	2120.02	0.00	0.00	0.00	0.00
uc002bfu.3	10101	2408	2270.02	774.30	4.20	5.32	97.81
uc021ssb.1	10101	2335	2197.02	16.78	0.09	0.12	2.19
uc002bfw.1	10102	7080	6942.02	15.94	0.03	0.04	31.05
uc010unn.1	10102	7179	7041.02	0.00	0.00	0.00	0.00
uc021sse.1	10102	2307	2169.02	11.06	0.06	0.08	68.95
uc021ssc.1	10103	96	2.43	0.00	0.00	0.00	0.00
uc021ssd.1	10104	21	0.00	0.00	0.00	0.00	0.00
uc002bfx.3	10105	2976	2838.02	1033.32	4.48	5.68	36.61
uc002bfy.1	10105	4243	4105.02	2581.78	7.74	9.80	63.24
uc010uno.2	10105	2196	2058.02	3.04	0.02	0.02	0.15
uc021ssf.1	10106	57	0.00	0.00	0.00	0.00	0.00
uc002bfz.3	10107	3068	2930.02	1483.00	6.23	7.89	100.00
uc002bgb.3	10108	1596	1458.02	4.10	0.03	0.04	21.66
uc010blp.1	10108	816	678.03	6.90	0.13	0.16	78.34
uc002bgc.2	10109	2922	2784.02	0.00	0.00	0.00	0.00
uc002bge.4	10109	8893	8755.02	0.00	0.00	0.00	0.00
uc002bgg.3	10109	8322	8184.02	0.00	0.00	0.00	0.00
uc002bgi.1	10109	3833	3695.02	11.12	0.04	0.05	0.51
uc002bgj.3	10109	7173	7035.02	340.57	0.60	0.75	8.19
uc002bgl.1	10109	1979	1841.02	391.54	2.62	3.32	35.97
uc010blq.1	10109	4040	3902.02	0.00	0.00	0.00	0.00
uc010unp.2	10109	8113	7975.02	0.00	0.00	0.00	0.00
uc010unq.1	10109	2056	1918.02	388.19	2.49	3.16	34.23
uc021ssg.1	10109	2278	2140.02	0.00	0.00	0.00	0.00
uc021ssh.1	10109	8065	7927.02	0.00	0.00	0.00	0.00
uc021ssi.1	10109	6077	5939.02	740.58	1.53	1.94	21.09
uc001ddv.3	1011	6764	6626.02	4577.59	8.50	10.77	14.75
uc001ddw.3	1011	6719	6581.02	11234.40	21.00	26.61	36.45
uc001ddx.3	1011	6746	6608.02	4118.68	7.67	9.72	13.31
uc001ddy.3	1011	6701	6563.02	10907.99	20.45	25.91	35.49
uc002bgm.3	10110	1344	1206.02	62.93	0.64	0.81	67.70
uc002bgn.3	10110	1266	1128.02	28.07	0.31	0.39	32.30
uc002bgp.3	10111	2364	2226.02	0.00	0.00	0.00	0.00
uc010blr.1	10111	3305	3167.02	0.07	0.00	0.00	1.87
uc021ssj.1	10111	3303	3165.02	1.96	0.01	0.01	49.06
uc021ssk.1	10111	3303	3165.02	1.96	0.01	0.01	49.06
uc002bgq.2	10112	3534	3396.02	115.00	0.42	0.53	100.00
uc002bgr.3	10113	2567	2429.02	0.00	0.00	0.00	0.00
uc002bgt.1	10114	3685	3547.02	2019.08	7.00	8.87	100.00
uc002bgu.1	10114	3532	3394.02	0.00	0.00	0.00	0.00
uc002bgv.3	10115	3146	3008.02	0.00	0.00	0.00	0.00
uc010unr.2	10115	3282	3144.02	2.31	0.01	0.01	13.06
uc010uns.2	10115	3352	3214.02	15.70	0.06	0.08	86.94
uc010bls.1	10116	2700	2562.02	14.86	0.07	0.09	80.88
uc021ssl.1	10116	5032	4894.02	6.71	0.02	0.02	19.12
uc021ssm.1	10117	45	0.00	0.00	0.00	0.00	0.00
uc021ssn.1	10118	3548	3410.02	41.01	0.15	0.19	100.00
uc002bgz.3	10119	1595	1457.02	0.00	0.00	0.00	100.00
uc010unu.2	10119	1210	1072.02	0.00	0.00	0.00	0.00
uc001ddz.2	1012	1398	1260.02	3887.16	37.96	48.09	96.81
uc009wbb.2	1012	1296	1158.02	117.84	1.25	1.59	3.19
uc009wbc.2	1012	1160	1022.02	0.00	0.00	0.00	0.00
uc009wbd.2	1012	1040	902.02	0.00	0.00	0.00	0.00
uc021sso.1	10120	699	561.04	61676.38	1352.52	1713.74	100.00
uc002bha.1	10121	1300	1162.02	65.47	0.69	0.88	61.71
uc002bhb.4	10121	4242	4104.02	127.63	0.38	0.48	34.06
uc010blt.3	10121	4375	4237.02	16.37	0.05	0.06	4.23
uc002bhc.3	10122	31	0.00	0.00	0.00	0.00	0.00
uc021ssp.1	10123	36	0.00	0.00	0.00	0.00	0.00
uc002bhd.1	10124	28	0.00	0.00	0.00	0.00	0.00
uc002bhe.1	10125	39	0.00	0.00	0.00	0.00	0.00
uc021ssq.1	10126	6807	6669.02	83.14	0.15	0.19	100.00
uc002bhg.5	10127	3055	2917.02	621.27	2.62	3.32	48.08
uc002bhh.5	10127	4129	3991.02	531.30	1.64	2.08	30.05
uc002bhi.4	10127	3298	3160.02	101.99	0.40	0.50	7.29
uc010blu.3	10127	2916	2778.02	0.00	0.00	0.00	0.00
uc010blv.4	10127	2872	2734.02	20.17	0.09	0.11	1.66
uc010blw.3	10127	2820	2682.02	31.60	0.14	0.18	2.66
uc010blx.3	10127	3190	3052.02	38.12	0.15	0.19	2.82
uc010bly.2	10127	2069	1931.02	63.68	0.41	0.51	7.44
uc002bhk.3	10128	31	0.00	0.00	0.00	0.00	0.00
uc010unv.2	10129	33	0.00	0.00	0.00	0.00	0.00
uc001dea.2	1013	4427	4289.02	0.00	0.00	0.00	0.00
uc002bhl.2	10130	1620	1482.02	0.00	0.00	0.00	0.00
uc002bhm.2	10130	1450	1312.02	31.14	0.29	0.37	60.98
uc021sss.1	10130	445	307.10	4.66	0.19	0.24	39.02
uc002bie.2	10131	1368	1230.02	17.94	0.18	0.23	27.46
uc010bmh.3	10131	4375	4237.02	14.75	0.04	0.05	6.55
uc021ssr.1	10131	4242	4104.02	143.83	0.43	0.55	65.98
uc002bhp.2	10132	31	0.00	0.00	0.00	0.00	0.00
uc021sst.1	10133	36	0.00	0.00	0.00	0.00	0.00
uc002bhr.1	10134	485	347.08	52972.72	1877.77	2379.28	99.96
uc021ssu.2	10134	468	330.08	18.56	0.69	0.88	0.04
uc021ssv.1	10135	5032	4894.02	0.00	0.00	0.00	0.00
