transcript_id	gene_id	length	effective_length	expected_count	TPM	FPKM	IsoPct
uc002bcf.2	10042	1870	1727.43	364.48	2.77	3.52	84.68
uc002bci.1	10042	573	430.47	0.00	0.00	0.00	0.00
uc010bkt.1	10042	1744	1601.43	0.00	0.00	0.00	0.00
uc010bku.1	10042	2074	1931.43	5.73	0.04	0.05	1.19
uc010bkv.1	10042	991	848.43	4.04	0.06	0.08	1.91
uc010bkw.1	10042	1517	1374.43	0.00	0.00	0.00	0.00
uc010umo.1	10042	1809	1666.43	50.75	0.40	0.51	12.22
uc002bcj.3	10043	3871	3728.43	7488.00	26.34	33.46	100.00
uc002bck.3	10043	3796	3653.43	0.00	0.00	0.00	0.00
uc010ump.2	10043	3679	3536.43	0.00	0.00	0.00	0.00
uc002bcn.2	10044	6748	6605.43	1129.28	2.24	2.85	61.69
uc021sqy.1	10044	11834	11691.43	1230.66	1.38	1.75	37.98
uc021sqz.1	10044	1933	1790.43	1.64	0.01	0.02	0.33
uc002bcp.4	10045	1497	1354.43	7.00	0.07	0.09	100.00
uc002bcq.1	10046	971	828.43	27.57	0.44	0.55	3.13
uc002bcr.3	10046	3898	3755.43	509.28	1.78	2.26	12.73
uc002bcs.3	10046	3792	3649.43	3167.67	11.39	14.46	81.51
uc021sra.1	10046	3555	3412.43	95.48	0.37	0.47	2.63
uc002bct.1	10047	2932	2789.43	0.00	0.00	0.00	0.00
uc002bcu.1	10047	3305	3162.43	0.00	0.00	0.00	0.00
uc002bcv.3	10048	1719	1576.43	0.00	0.00	0.00	0.00
uc031qsy.1	10049	663	520.46	0.00	0.00	0.00	0.00
uc001dda.5	1005	2492	2349.43	47.91	0.27	0.34	2.91
uc001ddc.2	1005	3759	3616.43	109.61	0.40	0.51	4.32
uc001dde.2	1005	5569	5426.43	671.51	1.62	2.06	17.66
uc001ddf.2	1005	5646	5503.43	240.39	0.57	0.73	6.23
uc001ddg.2	1005	5604	5461.43	139.97	0.34	0.43	3.66
uc001ddh.2	1005	3613	3470.43	21.56	0.08	0.10	0.89
uc001ddi.2	1005	3615	3472.43	648.43	2.45	3.11	26.64
uc001ddj.1	1005	5425	5282.43	1334.42	3.31	4.21	36.04
uc009way.2	1005	3893	3750.43	43.20	0.15	0.19	1.64
uc010opf.1	1005	3833	3690.43	0.00	0.00	0.00	0.00
uc010opg.1	1005	5643	5500.43	0.00	0.00	0.00	0.00
uc021srb.1	10050	26	0.00	0.00	0.00	0.00	0.00
uc021src.1	10051	28	0.00	0.00	0.00	0.00	0.00
uc010bky.2	10052	3117	2974.43	0.00	0.00	0.00	0.00
uc010umq.1	10052	1411	1268.43	0.00	0.00	0.00	0.00
uc002bcw.1	10053	28	0.00	0.00	0.00	0.00	0.00
uc002bcx.1	10054	31	0.00	0.00	0.00	0.00	0.00
uc010umr.3	10055	993	850.43	25.00	0.39	0.49	100.00
uc002bcy.4	10056	6087	5944.43	7084.43	15.63	19.86	91.23
uc002bda.3	10056	2347	2204.43	165.32	0.98	1.25	5.74
uc010bla.3	10056	6035	5892.43	233.32	0.52	0.66	3.03
uc021srd.1	10057	66	0.00	0.00	0.00	0.00	0.00
uc031qsz.1	10058	27	0.00	0.00	0.00	0.00	0.00
uc021sre.1	10059	126	8.90	0.00	0.00	0.00	0.00
uc001ddk.2	1006	6475	6332.43	4842.35	10.03	12.74	93.28
uc010oph.2	1006	1748	1605.43	88.40	0.72	0.92	6.72
uc010blb.1	10060	1892	1749.43	0.00	0.00	0.00	0.00
uc002bdb.2	10061	1623	1480.43	27.93	0.25	0.31	92.93
uc002bdc.2	10061	1588	1445.43	2.07	0.02	0.02	7.07
uc010ums.2	10061	1299	1156.43	0.00	0.00	0.00	0.00
uc031qta.1	10061	1476	1333.43	0.00	0.00	0.00	0.00
uc002bdd.3	10062	2701	2558.43	4354.68	22.33	28.36	95.48
uc002bdf.3	10062	3330	3187.43	129.20	0.53	0.68	2.27
uc002bdg.3	10062	2586	2443.43	26.38	0.14	0.18	0.61
uc010umt.2	10062	2560	2417.43	0.00	0.00	0.00	0.00
uc010umu.2	10062	2550	2407.43	16.43	0.09	0.11	0.38
uc010umv.2	10062	2640	2497.43	0.00	0.00	0.00	0.00
uc021srf.1	10062	3103	2960.43	66.45	0.29	0.37	1.26
uc002bdh.3	10063	3010	2867.43	0.00	0.00	0.00	0.00
uc010umw.2	10063	2998	2855.43	0.00	0.00	0.00	0.00
uc010umx.2	10063	2448	2305.43	11.00	0.06	0.08	100.00
uc010umy.2	10063	1358	1215.43	0.00	0.00	0.00	0.00
uc002bdi.3	10064	3203	3060.43	0.00	0.00	0.00	0.00
uc002bdj.2	10064	3064	2921.43	0.00	0.00	0.00	0.00
uc002bdk.3	10064	2891	2748.43	11.97	0.06	0.07	45.07
uc002bdl.3	10064	2004	1861.43	9.54	0.07	0.09	53.02
uc002bdm.2	10064	2785	2642.43	0.49	0.00	0.00	1.91
uc002bdn.3	10065	1205	1062.43	1150.25	14.20	18.04	41.50
uc002bdo.3	10065	1258	1115.43	1294.67	15.22	19.34	44.49
uc010blc.1	10065	1026	883.43	20.09	0.30	0.38	0.87
uc010umz.1	10065	1346	1203.43	28.31	0.31	0.39	0.90
uc010una.1	10065	937	794.43	253.69	4.19	5.32	12.24
uc021srg.1	10066	103	2.20	0.00	0.00	0.00	0.00
uc002bdp.2	10067	782	639.44	0.00	0.00	0.00	0.00
uc002bdq.3	10068	1626	1483.43	61.84	0.55	0.69	7.31
uc002bdr.2	10068	6367	6224.43	3264.11	6.88	8.74	91.96
uc010unb.1	10068	6297	6154.43	25.70	0.05	0.07	0.73
uc002bdt.3	10069	1475	1332.43	0.00	0.00	0.00	0.00
uc010ble.3	10069	866	723.44	21.32	0.39	0.49	70.19
uc010unc.2	10069	1235	1092.43	13.68	0.16	0.21	29.81
uc001ddm.2	1007	2177	2034.43	0.00	0.00	0.00	0.00
uc001ddn.2	1007	2346	2203.43	0.00	0.00	0.00	0.00
uc031pmv.1	1007	2203	2060.43	0.00	0.00	0.00	0.00
uc002bdu.4	10070	1235	1092.43	10166.63	122.07	155.06	93.60
uc002bdv.4	10070	1072	929.43	8.09	0.11	0.15	0.09
uc002bdw.4	10070	3056	2913.43	327.99	1.48	1.88	1.13
uc002bdx.4	10070	2127	1984.43	0.00	0.00	0.00	0.00
uc010blf.3	10070	1159	1016.43	523.28	6.75	8.58	5.18
uc002bdy.3	10071	3646	3503.43	511.99	1.92	2.43	100.00
uc002bea.3	10072	2320	2177.43	0.00	0.00	0.00	0.00
uc002beb.3	10072	2040	1897.43	4.84	0.03	0.04	22.67
uc002bec.3	10072	3318	3175.43	18.62	0.08	0.10	52.11
uc010blg.2	10072	332	189.73	0.54	0.04	0.05	25.22
uc002bed.1	10073	2448	2305.43	0.00	0.00	0.00	0.00
uc002bee.1	10073	1469	1326.43	0.00	0.00	0.00	0.00
uc010blh.1	10073	2466	2323.43	4.14	0.02	0.03	100.00
uc002bef.1	10074	1521	1378.43	10.56	0.10	0.13	100.00
uc021srh.1	10075	30	0.00	0.00	0.00	0.00	0.00
uc002beg.1	10076	31	0.00	0.00	0.00	0.00	0.00
uc021sri.1	10077	28	0.00	0.00	0.00	0.00	0.00
uc002beh.2	10078	31	0.00	0.00	0.00	0.00	0.00
uc002bei.3	10079	481	338.51	6.93	0.27	0.34	100.00
uc001ddo.3	1008	2826	2683.43	2.68	0.01	0.02	6.34
uc001ddp.2	1008	1099	956.43	0.00	0.00	0.00	0.00
uc001ddq.3	1008	2498	2355.43	0.00	0.00	0.00	0.00
uc001ddr.3	1008	2556	2413.43	0.00	0.00	0.00	0.00
uc001dds.3	1008	2014	1871.43	0.00	0.00	0.00	0.00
uc001ddt.3	1008	1821	1678.43	15.20	0.12	0.15	57.44
uc009waz.3	1008	3008	2865.43	0.00	0.00	0.00	0.00
uc010opi.2	1008	2309	2166.43	0.00	0.00	0.00	0.00
uc010opj.2	1008	2305	2162.43	0.00	0.00	0.00	0.00
uc010opk.2	1008	2375	2232.43	0.00	0.00	0.00	0.00
uc010opl.2	1008	2068	1925.43	0.00	0.00	0.00	0.00
uc010opm.2	1008	2792	2649.43	0.00	0.00	0.00	0.00
uc010opn.2	1008	2535	2392.43	0.00	0.00	0.00	0.00
uc010opo.1	1008	905	762.43	0.00	0.00	0.00	0.00
uc010opp.1	1008	507	364.49	0.00	0.00	0.00	0.00
uc010opq.1	1008	815	672.44	0.00	0.00	0.00	0.00
uc010opr.1	1008	741	598.45	0.00	0.00	0.00	0.00
uc010ops.2	1008	2291	2148.43	0.00	0.00	0.00	0.00
uc010opt.2	1008	2205	2062.43	0.00	0.00	0.00	0.00
uc010opu.2	1008	2054	1911.43	0.00	0.00	0.00	0.00
uc010opv.2	1008	2059	1916.43	0.00	0.00	0.00	0.00
uc010opw.2	1008	2098	1955.43	0.00	0.00	0.00	0.00
uc010opx.2	1008	1898	1755.43	0.00	0.00	0.00	0.00
uc010opy.2	1008	2267	2124.43	0.00	0.00	0.00	0.00
uc010opz.2	1008	2055	1912.43	0.00	0.00	0.00	0.00
uc010oqa.2	1008	2216	2073.43	0.00	0.00	0.00	0.00
uc010oqb.2	1008	2272	2129.43	0.00	0.00	0.00	0.00
uc010oqc.2	1008	2111	1968.43	0.00	0.00	0.00	0.00
uc010oqd.2	1008	1952	1809.43	0.00	0.00	0.00	0.00
uc010oqe.2	1008	2098	1955.43	0.00	0.00	0.00	0.00
uc010oqf.3	1008	2453	2310.43	13.19	0.07	0.10	36.22
uc010oqg.2	1008	2169	2026.43	0.00	0.00	0.00	0.00
uc010oqh.2	1008	1965	1822.43	0.00	0.00	0.00	0.00
uc002bej.4	10080	5537	5394.43	7.42	0.02	0.02	100.00
uc002bek.1	10080	3546	3403.43	0.00	0.00	0.00	0.00
uc010und.1	10080	2991	2848.43	0.00	0.00	0.00	0.00
uc021srj.1	10081	73	0.00	0.50	0.00	0.00	0.00
uc002bel.4	10082	2011	1868.43	52.16	0.37	0.47	0.87
uc002bem.4	10082	1894	1751.43	3645.65	27.30	34.68	64.56
uc010bli.2	10082	1277	1134.43	44.95	0.52	0.66	1.23
uc010blj.2	10082	1401	1258.43	78.35	0.82	1.04	1.93
uc010une.3	10082	1847	1704.43	83.75	0.64	0.82	1.52
uc031qtb.1	10082	1779	1636.43	0.00	0.00	0.00	0.00
uc031qtc.1	10082	1747	1604.43	1546.15	12.64	16.06	29.89
uc010unf.1	10083	2158	2015.43	44.43	0.29	0.37	0.81
uc010ung.1	10083	633	490.46	16.43	0.44	0.56	1.24
uc021srk.1	10083	1494	1351.43	3587.15	34.82	44.23	97.95
uc002beo.3	10084	4860	4717.43	13.76	0.04	0.05	31.32
uc002bep.3	10084	6366	6223.43	0.00	0.00	0.00	0.00
uc002beq.3	10084	6414	6271.43	0.00	0.00	0.00	0.00
uc002ber.4	10084	4035	3892.43	10.94	0.04	0.05	30.18
uc010blm.1	10084	4123	3980.43	14.27	0.05	0.06	38.50
uc010unh.1	10084	1834	1691.43	0.00	0.00	0.00	0.00
uc021srl.1	10085	693	550.45	0.00	0.00	0.00	0.00
uc010uni.2	10086	84	0.00	0.00	0.00	0.00	0.00
uc002bet.3	10087	5442	5299.43	0.00	0.00	0.00	0.00
uc021srm.1	10087	1608	1465.43	1.00	0.01	0.01	100.00
uc002beu.3	10088	1435	1292.43	3596.28	36.50	46.36	93.52
uc002bev.3	10088	1503	1360.43	98.94	0.95	1.21	2.44
uc010unj.1	10088	1111	968.43	116.23	1.57	2.00	4.03
uc002bew.1	10089	6742	6599.43	40.44	0.08	0.10	20.02
uc010unk.1	10089	6783	6640.43	162.56	0.32	0.41	79.98
uc021ooo.1	1009	104	2.37	0.00	0.00	0.00	0.00
uc021srn.1	10090	73	0.00	0.00	0.00	0.00	0.00
uc021sro.1	10091	102	2.04	0.00	0.00	0.00	0.00
uc002bex.4	10092	2346	2203.43	732.86	4.36	5.54	29.67
uc002bey.3	10092	2148	2005.43	9.29	0.06	0.08	0.41
uc002bez.4	10092	1025	882.43	48.98	0.73	0.92	4.95
uc002bfa.4	10092	645	502.46	244.53	6.38	8.11	43.42
uc021srp.1	10092	2365	2222.43	176.84	1.04	1.33	7.10
uc021srq.1	10092	2293	2150.43	37.74	0.23	0.29	1.57
uc021srr.1	10092	2282	2139.43	4.26	0.03	0.03	0.18
uc021srs.1	10092	558	415.48	0.00	0.00	0.00	0.00
uc021srt.1	10092	536	393.48	0.00	0.00	0.00	0.00
uc021sru.1	10092	667	524.46	74.63	1.87	2.37	12.70
uc002bfb.2	10093	2084	1941.43	376.21	2.54	3.23	100.00
uc002bfc.4	10094	899	756.43	623.44	10.81	13.73	82.17
uc002bfd.4	10094	955	812.43	145.27	2.35	2.98	17.83
uc002bfe.2	10095	1827	1684.43	455.88	3.55	4.51	16.26
uc002bff.2	10095	1664	1521.43	1752.73	15.11	19.20	69.22
uc002bfg.2	10095	1672	1529.43	7.56	0.06	0.08	0.30
uc002bfh.2	10095	1672	1529.43	212.00	1.82	2.31	8.33
uc002bfi.2	10095	1509	1366.43	96.41	0.93	1.18	4.24
uc021srv.1	10095	1550	1407.43	0.00	0.00	0.00	0.00
uc021srw.1	10095	1743	1600.43	3.65	0.03	0.04	0.14
uc021srx.1	10095	1698	1555.43	0.00	0.00	0.00	0.00
uc021sry.1	10095	1673	1530.43	38.77	0.33	0.42	1.52
uc002bfm.2	10096	1810	1667.43	1251.07	9.84	12.50	73.76
uc002bfn.2	10096	3661	3518.43	174.46	0.65	0.83	4.87
uc010bln.1	10096	372	229.60	0.00	0.00	0.00	0.00
uc010blo.1	10096	165	32.74	0.00	0.00	0.00	0.00
uc010unl.2	10096	1396	1253.43	49.96	0.52	0.66	3.92
uc021srz.1	10096	148	20.79	3.69	2.33	2.96	17.45
uc021ssa.1	10097	1839	1696.43	0.00	0.00	0.00	0.00
uc002bfo.3	10098	2915	2772.43	6.27	0.03	0.04	100.00
uc002bfp.1	10099	590	447.47	0.00	0.00	0.00	0.00
uc010nyy.2	101	1531	1388.43	43.44	0.41	0.52	100.00
uc001ddu.3	1010	4040	3897.43	0.00	0.00	0.00	0.00
uc010oqi.2	1010	4028	3885.43	0.00	0.00	0.00	0.00
uc010oqj.2	1010	4024	3881.43	0.00	0.00	0.00	0.00
uc010oqk.3	1010	4133	3990.43	0.00	0.00	0.00	0.00
uc010oql.3	1010	3782	3639.43	0.00	0.00	0.00	0.00
uc010oqm.3	1010	3849	3706.43	40.00	0.14	0.18	100.00
uc010oqn.3	1010	3790	3647.43	0.00	0.00	0.00	0.00
uc002bfq.3	10100	1126	983.43	21.67	0.29	0.37	100.00
uc002bfr.3	10100	6576	6433.43	0.00	0.00	0.00	0.00
uc002bfs.3	10100	6423	6280.43	0.00	0.00	0.00	0.00
uc010unm.2	10100	6501	6358.43	0.00	0.00	0.00	0.00
uc002bft.3	10101	2258	2115.43	0.00	0.00	0.00	0.00
uc002bfu.3	10101	2408	2265.43	508.44	2.94	3.74	96.08
uc021ssb.1	10101	2335	2192.43	20.07	0.12	0.15	3.92
uc002bfw.1	10102	7080	6937.43	11.60	0.02	0.03	18.09
uc010unn.1	10102	7179	7036.43	0.00	0.00	0.00	0.00
uc021sse.1	10102	2307	2164.43	16.40	0.10	0.13	81.91
uc021ssc.1	10103	96	1.27	0.00	0.00	0.00	0.00
uc021ssd.1	10104	21	0.00	0.00	0.00	0.00	0.00
uc002bfx.3	10105	2976	2833.43	1004.48	4.65	5.91	35.97
uc002bfy.1	10105	4243	4100.43	2580.96	8.26	10.49	63.87
uc010uno.2	10105	2196	2053.43	3.25	0.02	0.03	0.16
uc021ssf.1	10106	57	0.00	0.00	0.00	0.00	0.00
uc002bfz.3	10107	3068	2925.43	1394.00	6.25	7.94	100.00
uc002bgb.3	10108	1596	1453.43	0.00	0.00	0.00	0.00
uc010blp.1	10108	816	673.44	7.00	0.14	0.17	100.00
uc002bgc.2	10109	2922	2779.43	0.00	0.00	0.00	0.00
uc002bge.4	10109	8893	8750.43	0.00	0.00	0.00	0.00
uc002bgg.3	10109	8322	8179.43	15.92	0.03	0.03	0.24
uc002bgi.1	10109	3833	3690.43	14.38	0.05	0.06	0.48
uc002bgj.3	10109	7173	7030.43	429.84	0.80	1.02	7.49
uc002bgl.1	10109	1979	1836.43	370.83	2.65	3.36	24.73
uc010blq.1	10109	4040	3897.43	9.15	0.03	0.04	0.29
uc010unp.2	10109	8113	7970.43	0.00	0.00	0.00	0.00
uc010unq.1	10109	2056	1913.43	694.79	4.76	6.05	44.48
uc021ssg.1	10109	2278	2135.43	0.00	0.00	0.00	0.00
uc021ssh.1	10109	8065	7922.43	0.00	0.00	0.00	0.00
uc021ssi.1	10109	6077	5934.43	1080.09	2.39	3.03	22.29
uc001ddv.3	1011	6764	6621.43	6120.90	12.13	15.40	18.81
uc001ddw.3	1011	6719	6576.43	10816.25	21.57	27.40	33.47
uc001ddx.3	1011	6746	6603.43	4285.02	8.51	10.81	13.21
uc001ddy.3	1011	6701	6558.43	11120.91	22.24	28.25	34.51
uc002bgm.3	10110	1344	1201.43	118.86	1.30	1.65	90.16
uc002bgn.3	10110	1266	1123.43	12.14	0.14	0.18	9.84
uc002bgp.3	10111	2364	2221.43	0.00	0.00	0.00	0.00
uc010blr.1	10111	3305	3162.43	0.38	0.00	0.00	4.72
uc021ssj.1	10111	3303	3160.43	3.81	0.02	0.02	47.64
uc021ssk.1	10111	3303	3160.43	3.81	0.02	0.02	47.64
uc002bgq.2	10112	3534	3391.43	81.00	0.31	0.40	100.00
uc002bgr.3	10113	2567	2424.43	0.00	0.00	0.00	0.00
uc002bgt.1	10114	3685	3542.43	1519.75	5.63	7.15	99.69
uc002bgu.1	10114	3532	3389.43	4.45	0.02	0.02	0.31
uc002bgv.3	10115	3146	3003.43	0.00	0.00	0.00	0.00
uc010unr.2	10115	3282	3139.43	0.00	0.00	0.00	0.00
uc010uns.2	10115	3352	3209.43	19.06	0.08	0.10	100.00
uc010bls.1	10116	2700	2557.43	14.20	0.07	0.09	80.33
uc021ssl.1	10116	5032	4889.43	6.65	0.02	0.02	19.67
uc021ssm.1	10117	45	0.00	0.00	0.00	0.00	0.00
uc021ssn.1	10118	3548	3405.43	19.32	0.07	0.09	100.00
uc002bgz.3	10119	1595	1452.43	0.00	0.00	0.00	100.00
uc010unu.2	10119	1210	1067.43	0.00	0.00	0.00	0.00
uc001ddz.2	1012	1398	1255.43	4192.13	43.80	55.64	96.91
uc009wbb.2	1012	1296	1153.43	122.87	1.40	1.77	3.09
uc009wbc.2	1012	1160	1017.43	0.00	0.00	0.00	0.00
uc009wbd.2	1012	1040	897.43	0.00	0.00	0.00	0.00
uc021sso.1	10120	699	556.45	41976.60	989.47	1256.92	100.00
uc002bha.1	10121	1300	1157.43	43.13	0.49	0.62	60.54
uc002bhb.4	10121	4242	4099.43	99.54	0.32	0.40	39.46
uc010blt.3	10121	4375	4232.43	0.00	0.00	0.00	0.00
uc002bhc.3	10122	31	0.00	0.00	0.00	0.00	0.00
uc021ssp.1	10123	36	0.00	0.00	0.00	0.00	0.00
uc002bhd.1	10124	28	0.00	0.00	0.00	0.00	0.00
uc002bhe.1	10125	39	0.00	0.00	0.00	0.00	0.00
uc021ssq.1	10126	6807	6664.43	81.97	0.16	0.20	100.00
uc002bhg.5	10127	3055	2912.43	617.95	2.78	3.54	64.91
uc002bhh.5	10127	4129	3986.43	440.34	1.45	1.84	33.79
uc002bhi.4	10127	3298	3155.43	0.00	0.00	0.00	0.00
uc010blu.3	10127	2916	2773.43	0.00	0.00	0.00	0.00
uc010blv.4	10127	2872	2729.43	0.00	0.00	0.00	0.00
uc010blw.3	10127	2820	2677.43	11.31	0.06	0.07	1.29
uc010blx.3	10127	3190	3047.43	0.00	0.00	0.00	0.00
uc010bly.2	10127	2069	1926.43	0.00	0.00	0.00	0.00
uc002bhk.3	10128	31	0.00	0.00	0.00	0.00	0.00
uc010unv.2	10129	33	0.00	0.00	0.00	0.00	0.00
uc001dea.2	1013	4427	4284.43	1.00	0.00	0.00	100.00
uc002bhl.2	10130	1620	1477.43	0.00	0.00	0.00	0.00
uc002bhm.2	10130	1450	1307.43	15.47	0.16	0.20	26.17
uc021sss.1	10130	445	302.52	10.10	0.44	0.56	73.83
uc002bie.2	10131	1368	1225.43	35.90	0.38	0.49	61.18
uc010bmh.3	10131	4375	4232.43	0.00	0.00	0.00	0.00
uc021ssr.1	10131	4242	4099.43	76.21	0.24	0.31	38.82
uc002bhp.2	10132	31	0.00	0.00	0.00	0.00	0.00
uc021sst.1	10133	36	0.00	0.00	0.00	0.00	0.00
uc002bhr.1	10134	485	342.50	40252.54	1541.53	1958.20	99.95
uc021ssu.2	10134	468	325.51	18.92	0.76	0.97	0.05
uc021ssv.1	10135	5032	4889.43	33.74	0.09	0.11	100.00
