transcript_id	gene_id	length	effective_length	expected_count	TPM	FPKM	IsoPct
uc002bbh.2	10031	2998	2862.71	68.92	0.29	0.56	15.71
uc002bbi.2	10031	2223	2087.71	20.23	0.12	0.23	6.32
uc010umn.1	10031	2985	2849.71	81.97	0.35	0.67	18.77
uc002bbj.2	10032	1717	1581.71	324.33	2.46	4.78	57.70
uc002bbk.3	10032	3497	3361.71	498.76	1.78	3.46	41.75
uc002bbl.3	10032	3343	3207.71	0.00	0.00	0.00	0.00
uc031qsv.1	10032	1533	1397.71	2.78	0.02	0.05	0.56
uc002bbm.1	10033	448	312.84	203.14	7.79	15.14	100.00
uc002bbo.3	10034	2195	2059.71	15.67	0.09	0.18	95.27
uc002bbp.2	10034	360	224.95	0.00	0.00	0.00	0.00
uc010bkm.1	10034	1006	870.71	0.33	0.00	0.01	4.73
uc002bbq.3	10035	2414	2278.71	11.70	0.06	0.12	14.44
uc002bbr.3	10035	2100	1964.71	1.46	0.01	0.02	2.09
uc002bbs.3	10035	1975	1839.71	3.13	0.02	0.04	4.79
uc010bkp.3	10035	1789	1653.71	46.23	0.34	0.65	78.68
uc002bbt.2	10036	1369	1233.71	4958.96	48.25	93.72	92.76
uc010bkq.1	10036	1222	1086.71	341.04	3.77	7.32	7.24
uc021sqv.1	10037	864	728.72	14.00	0.23	0.45	100.00
uc002bbw.1	10038	1836	1700.71	134.08	0.95	1.84	58.70
uc021sqw.1	10038	3397	3261.71	180.95	0.67	1.29	41.30
uc002bbx.3	10039	4874	4738.71	16.02	0.04	0.08	1.33
uc002bby.3	10039	4731	4595.71	218.27	0.57	1.11	18.69
uc002bbz.1	10039	5438	5302.71	39.94	0.09	0.18	2.96
uc002bca.1	10039	3054	2918.71	67.53	0.28	0.54	9.11
uc002bcb.1	10039	2582	2446.71	303.93	1.49	2.90	48.89
uc002bcc.1	10039	1889	1753.71	48.86	0.33	0.65	10.97
uc010bkr.3	10039	2478	2342.71	20.14	0.10	0.20	3.38
uc031qsw.1	10039	3795	3659.71	43.33	0.14	0.28	4.66
uc001dcx.3	1004	3871	3735.71	0.00	0.00	0.00	0.00
uc001dcy.3	1004	1764	1628.71	22.85	0.17	0.33	70.18
uc009waw.3	1004	3046	2910.71	0.00	0.00	0.00	0.00
uc009wax.3	1004	3476	3340.71	19.92	0.07	0.14	29.82
uc021sqx.1	10040	74	0.00	0.00	0.00	0.00	0.00
uc002bcd.3	10041	2213	2077.71	675.00	3.90	7.58	100.00
uc031qsx.1	10041	2267	2131.71	0.00	0.00	0.00	0.00
uc002bcf.2	10042	1870	1734.71	105.22	0.73	1.41	62.88
uc002bci.1	10042	573	437.77	9.50	0.26	0.51	22.50
uc010bkt.1	10042	1744	1608.71	4.79	0.04	0.07	3.08
uc010bku.1	10042	2074	1938.71	0.00	0.00	0.00	0.00
uc010bkv.1	10042	991	855.71	6.66	0.09	0.18	8.07
uc010bkw.1	10042	1517	1381.71	0.00	0.00	0.00	0.00
uc010umo.1	10042	1809	1673.71	5.60	0.04	0.08	3.47
uc002bcj.3	10043	3871	3735.71	1608.00	5.17	10.04	100.00
uc002bck.3	10043	3796	3660.71	0.00	0.00	0.00	0.00
uc010ump.2	10043	3679	3543.71	0.00	0.00	0.00	0.00
uc002bcn.2	10044	6748	6612.71	1659.33	3.01	5.85	73.13
uc021sqy.1	10044	11834	11698.71	1049.57	1.08	2.09	26.15
uc021sqz.1	10044	1933	1797.71	4.46	0.03	0.06	0.72
uc002bcp.4	10045	1497	1361.71	19.00	0.17	0.33	100.00
uc002bcq.1	10046	971	835.71	33.41	0.48	0.93	7.72
uc002bcr.3	10046	3898	3762.71	201.43	0.64	1.25	10.34
uc002bcs.3	10046	3792	3656.71	1499.12	4.92	9.56	79.22
uc021sra.1	10046	3555	3419.71	48.05	0.17	0.33	2.71
uc002bct.1	10047	2932	2796.71	3.00	0.01	0.03	100.00
uc002bcu.1	10047	3305	3169.71	0.00	0.00	0.00	0.00
uc002bcv.3	10048	1719	1583.71	1.00	0.01	0.01	100.00
uc031qsy.1	10049	663	527.75	0.00	0.00	0.00	0.00
uc001dda.5	1005	2492	2356.71	76.55	0.39	0.76	7.80
uc001ddc.2	1005	3759	3623.71	84.79	0.28	0.55	5.62
uc001dde.2	1005	5569	5433.71	230.08	0.51	0.99	10.17
uc001ddf.2	1005	5646	5510.71	0.00	0.00	0.00	0.00
uc001ddg.2	1005	5604	5468.71	0.00	0.00	0.00	0.00
uc001ddh.2	1005	3613	3477.71	0.00	0.00	0.00	0.00
uc001ddi.2	1005	3615	3479.71	412.69	1.42	2.77	28.50
uc001ddj.1	1005	5425	5289.71	979.48	2.22	4.32	44.49
uc009way.2	1005	3893	3757.71	53.41	0.17	0.33	3.42
uc010opf.1	1005	3833	3697.71	0.00	0.00	0.00	0.00
uc010opg.1	1005	5643	5507.71	0.00	0.00	0.00	0.00
uc021srb.1	10050	26	0.00	0.00	0.00	0.00	0.00
uc021src.1	10051	28	0.00	0.00	0.00	0.00	0.00
uc010bky.2	10052	3117	2981.71	0.00	0.00	0.00	0.00
uc010umq.1	10052	1411	1275.71	3.33	0.03	0.06	100.00
uc002bcw.1	10053	28	0.00	0.00	0.00	0.00	0.00
uc002bcx.1	10054	31	0.00	0.00	0.00	0.00	0.00
uc010umr.3	10055	993	857.71	9.00	0.13	0.24	100.00
uc002bcy.4	10056	6087	5951.71	2338.37	4.72	9.16	89.40
uc002bda.3	10056	2347	2211.71	102.98	0.56	1.09	10.60
uc010bla.3	10056	6035	5899.71	0.00	0.00	0.00	0.00
uc021srd.1	10057	66	0.00	0.00	0.00	0.00	0.00
uc031qsz.1	10058	27	0.00	0.00	0.00	0.00	0.00
uc021sre.1	10059	126	11.09	0.00	0.00	0.00	0.00
uc001ddk.2	1006	6475	6339.71	1149.17	2.18	4.23	74.32
uc010oph.2	1006	1748	1612.71	100.99	0.75	1.46	25.68
uc010blb.1	10060	1892	1756.71	0.00	0.00	0.00	0.00
uc002bdb.2	10061	1623	1487.71	0.00	0.00	0.00	0.00
uc002bdc.2	10061	1588	1452.71	0.00	0.00	0.00	0.00
uc010ums.2	10061	1299	1163.71	0.00	0.00	0.00	0.00
uc031qta.1	10061	1476	1340.71	4.00	0.04	0.07	100.00
uc002bdd.3	10062	2701	2565.71	1796.42	8.40	16.33	87.14
uc002bdf.3	10062	3330	3194.71	117.12	0.44	0.85	4.56
uc002bdg.3	10062	2586	2450.71	34.40	0.17	0.33	1.75
uc010umt.2	10062	2560	2424.71	39.57	0.20	0.38	2.03
uc010umu.2	10062	2550	2414.71	4.76	0.02	0.05	0.25
uc010umv.2	10062	2640	2504.71	0.00	0.00	0.00	0.00
uc021srf.1	10062	3103	2967.71	101.90	0.41	0.80	4.27
uc002bdh.3	10063	3010	2874.71	10.16	0.04	0.08	74.18
uc010umw.2	10063	2998	2862.71	0.00	0.00	0.00	0.00
uc010umx.2	10063	2448	2312.71	2.84	0.01	0.03	25.82
uc010umy.2	10063	1358	1222.71	0.00	0.00	0.00	0.00
uc002bdi.3	10064	3203	3067.71	0.00	0.00	0.00	0.00
uc002bdj.2	10064	3064	2928.71	0.00	0.00	0.00	0.00
uc002bdk.3	10064	2891	2755.71	0.00	0.00	0.00	0.01
uc002bdl.3	10064	2004	1868.71	8.54	0.05	0.11	53.63
uc002bdm.2	10064	2785	2649.71	10.46	0.05	0.09	46.36
uc002bdn.3	10065	1205	1069.71	412.91	4.63	9.00	43.68
uc002bdo.3	10065	1258	1122.71	395.89	4.23	8.22	39.90
uc010blc.1	10065	1026	890.71	16.12	0.22	0.42	2.05
uc010umz.1	10065	1346	1210.71	51.11	0.51	0.98	4.78
uc010una.1	10065	937	801.71	67.97	1.02	1.98	9.59
uc021srg.1	10066	103	2.93	0.00	0.00	0.00	0.00
uc002bdp.2	10067	782	646.73	0.00	0.00	0.00	0.00
uc002bdq.3	10068	1626	1490.71	110.94	0.89	1.74	25.14
uc002bdr.2	10068	6367	6231.71	1255.27	2.42	4.70	68.05
uc010unb.1	10068	6297	6161.71	124.26	0.24	0.47	6.81
uc002bdt.3	10069	1475	1339.71	0.00	0.00	0.00	0.00
uc010ble.3	10069	866	730.72	15.23	0.25	0.49	66.07
uc010unc.2	10069	1235	1099.71	11.77	0.13	0.25	33.93
uc001ddm.2	1007	2177	2041.71	2.00	0.01	0.02	100.00
uc001ddn.2	1007	2346	2210.71	0.00	0.00	0.00	0.00
uc031pmv.1	1007	2203	2067.71	0.00	0.00	0.00	0.00
uc002bdu.4	10070	1235	1099.71	3820.62	41.70	81.01	92.48
uc002bdv.4	10070	1072	936.71	35.63	0.46	0.89	1.01
uc002bdw.4	10070	3056	2920.71	234.68	0.96	1.87	2.14
uc002bdx.4	10070	2127	1991.71	0.00	0.00	0.00	0.00
uc010blf.3	10070	1159	1023.71	168.06	1.97	3.83	4.37
uc002bdy.3	10071	3646	3510.71	350.40	1.20	2.33	100.00
uc002bea.3	10072	2320	2184.71	0.00	0.00	0.00	0.00
uc002beb.3	10072	2040	1904.71	16.64	0.10	0.20	39.62
uc002bec.3	10072	3318	3182.71	42.36	0.16	0.31	60.38
uc010blg.2	10072	332	197.03	0.00	0.00	0.00	0.00
uc002bed.1	10073	2448	2312.71	0.00	0.00	0.00	0.00
uc002bee.1	10073	1469	1333.71	2.00	0.02	0.03	58.68
uc010blh.1	10073	2466	2330.71	2.46	0.01	0.02	41.32
uc002bef.1	10074	1521	1385.71	17.52	0.15	0.29	100.00
uc021srh.1	10075	30	0.00	0.00	0.00	0.00	0.00
uc002beg.1	10076	31	0.00	0.00	0.00	0.00	0.00
uc021sri.1	10077	28	0.00	0.00	0.00	0.00	0.00
uc002beh.2	10078	31	0.00	0.00	0.00	0.00	0.00
uc002bei.3	10079	481	345.82	5.65	0.20	0.38	100.00
uc001ddo.3	1008	2826	2690.71	2.32	0.01	0.02	5.68
uc001ddp.2	1008	1099	963.71	0.00	0.00	0.00	0.00
uc001ddq.3	1008	2498	2362.71	0.00	0.00	0.00	0.00
uc001ddr.3	1008	2556	2420.71	0.00	0.00	0.00	0.00
uc001dds.3	1008	2014	1878.71	0.00	0.00	0.00	0.00
uc001ddt.3	1008	1821	1685.71	10.41	0.07	0.14	40.66
uc009waz.3	1008	3008	2872.71	0.00	0.00	0.00	0.00
uc010opi.2	1008	2309	2173.71	0.00	0.00	0.00	0.00
uc010opj.2	1008	2305	2169.71	0.00	0.00	0.00	0.00
uc010opk.2	1008	2375	2239.71	0.00	0.00	0.00	0.00
uc010opl.2	1008	2068	1932.71	0.00	0.00	0.00	0.00
uc010opm.2	1008	2792	2656.71	0.00	0.00	0.00	0.00
uc010opn.2	1008	2535	2399.71	0.00	0.00	0.00	0.00
uc010opo.1	1008	905	769.71	0.00	0.00	0.00	0.00
uc010opp.1	1008	507	371.80	0.00	0.00	0.00	0.00
uc010opq.1	1008	815	679.72	0.00	0.00	0.00	0.00
uc010opr.1	1008	741	605.73	0.00	0.00	0.00	0.00
uc010ops.2	1008	2291	2155.71	0.00	0.00	0.00	0.00
uc010opt.2	1008	2205	2069.71	0.00	0.00	0.00	0.00
uc010opu.2	1008	2054	1918.71	0.00	0.00	0.00	0.00
uc010opv.2	1008	2059	1923.71	0.00	0.00	0.00	0.00
uc010opw.2	1008	2098	1962.71	0.00	0.00	0.00	0.00
uc010opx.2	1008	1898	1762.71	0.00	0.00	0.00	0.00
uc010opy.2	1008	2267	2131.71	0.00	0.00	0.00	0.00
uc010opz.2	1008	2055	1919.71	0.00	0.00	0.00	0.00
uc010oqa.2	1008	2216	2080.71	0.00	0.00	0.00	0.00
uc010oqb.2	1008	2272	2136.71	0.00	0.00	0.00	0.00
uc010oqc.2	1008	2111	1975.71	0.00	0.00	0.00	0.00
uc010oqd.2	1008	1952	1816.71	0.00	0.00	0.00	0.00
uc010oqe.2	1008	2098	1962.71	0.00	0.00	0.00	0.00
uc010oqf.3	1008	2453	2317.71	18.89	0.10	0.19	53.66
uc010oqg.2	1008	2169	2033.71	0.00	0.00	0.00	0.00
uc010oqh.2	1008	1965	1829.71	0.00	0.00	0.00	0.00
uc002bej.4	10080	5537	5401.71	2.75	0.01	0.01	29.45
uc002bek.1	10080	3546	3410.71	4.00	0.01	0.03	67.88
uc010und.1	10080	2991	2855.71	0.13	0.00	0.00	2.67
uc021srj.1	10081	73	0.00	0.00	0.00	0.00	0.00
uc002bel.4	10082	2011	1875.71	10.72	0.07	0.13	0.28
uc002bem.4	10082	1894	1758.71	1943.01	13.26	25.76	54.44
uc010bli.2	10082	1277	1141.71	79.28	0.83	1.62	3.42
uc010blj.2	10082	1401	1265.71	150.65	1.43	2.78	5.86
uc010une.3	10082	1847	1711.71	118.41	0.83	1.61	3.41
uc031qtb.1	10082	1779	1643.71	0.00	0.00	0.00	0.00
uc031qtc.1	10082	1747	1611.71	1065.93	7.94	15.42	32.59
uc010unf.1	10083	2158	2022.71	85.22	0.51	0.98	2.70
uc010ung.1	10083	633	497.76	22.55	0.54	1.06	2.90
uc021srk.1	10083	1494	1358.71	2002.23	17.69	34.36	94.40
uc002beo.3	10084	4860	4724.71	6.29	0.02	0.03	32.25
uc002bep.3	10084	6366	6230.71	0.00	0.00	0.00	0.00
uc002beq.3	10084	6414	6278.71	0.00	0.00	0.00	0.00
uc002ber.4	10084	4035	3899.71	3.99	0.01	0.02	24.79
uc010blm.1	10084	4123	3987.71	7.07	0.02	0.04	42.96
uc010unh.1	10084	1834	1698.71	0.00	0.00	0.00	0.00
uc021srl.1	10085	693	557.74	0.00	0.00	0.00	0.00
uc010uni.2	10086	84	0.00	0.00	0.00	0.00	0.00
uc002bet.3	10087	5442	5306.71	4.13	0.01	0.02	22.89
uc021srm.1	10087	1608	1472.71	3.87	0.03	0.06	77.11
uc002beu.3	10088	1435	1299.71	1654.53	15.28	29.68	90.78
uc002bev.3	10088	1503	1367.71	116.90	1.03	1.99	6.10
uc010unj.1	10088	1111	975.71	42.69	0.53	1.02	3.12
uc002bew.1	10089	6742	6606.71	74.55	0.14	0.26	54.18
uc010unk.1	10089	6783	6647.71	63.45	0.11	0.22	45.82
uc021ooo.1	1009	104	3.15	0.00	0.00	0.00	0.00
uc021srn.1	10090	73	0.00	0.00	0.00	0.00	0.00
uc021sro.1	10091	102	2.72	0.00	0.00	0.00	0.00
uc002bex.4	10092	2346	2210.71	279.65	1.52	2.95	16.21
uc002bey.3	10092	2148	2012.71	29.16	0.17	0.34	1.86
uc002bez.4	10092	1025	889.71	46.18	0.62	1.21	6.65
uc002bfa.4	10092	645	509.75	184.67	4.35	8.45	46.42
uc021srp.1	10092	2365	2229.71	241.27	1.30	2.52	13.87
uc021srq.1	10092	2293	2157.71	11.92	0.07	0.13	0.71
uc021srr.1	10092	2282	2146.71	0.00	0.00	0.00	0.00
uc021srs.1	10092	558	422.78	2.37	0.07	0.13	0.72
uc021srt.1	10092	536	400.79	0.00	0.00	0.00	0.00
uc021sru.1	10092	667	531.75	56.31	1.27	2.47	13.57
uc002bfb.2	10093	2084	1948.71	391.12	2.41	4.68	100.00
uc002bfc.4	10094	899	763.71	410.32	6.45	12.53	96.91
uc002bfd.4	10094	955	819.71	14.04	0.21	0.40	3.09
uc002bfe.2	10095	1827	1691.71	366.73	2.60	5.05	24.60
uc002bff.2	10095	1664	1528.71	719.56	5.65	10.98	53.41
uc002bfg.2	10095	1672	1536.71	6.14	0.05	0.09	0.45
uc002bfh.2	10095	1672	1536.71	139.89	1.09	2.12	10.33
uc002bfi.2	10095	1509	1373.71	117.79	1.03	2.00	9.73
uc021srv.1	10095	1550	1414.71	4.74	0.04	0.08	0.38
uc021srw.1	10095	1743	1607.71	0.00	0.00	0.00	0.00
uc021srx.1	10095	1698	1562.71	15.04	0.12	0.22	1.09
uc021sry.1	10095	1673	1537.71	0.00	0.00	0.00	0.00
uc002bfm.2	10096	1810	1674.71	509.70	3.65	7.10	65.00
uc002bfn.2	10096	3661	3525.71	161.01	0.55	1.06	9.75
uc010bln.1	10096	372	236.92	2.93	0.15	0.29	2.64
uc010blo.1	10096	165	37.43	0.00	0.00	0.00	0.00
uc010unl.2	10096	1396	1260.71	32.62	0.31	0.60	5.53
uc021srz.1	10096	148	24.50	1.96	0.96	1.86	17.07
uc021ssa.1	10097	1839	1703.71	0.00	0.00	0.00	0.00
uc002bfo.3	10098	2915	2779.71	5.90	0.03	0.05	100.00
uc002bfp.1	10099	590	454.77	0.00	0.00	0.00	0.00
uc010nyy.2	101	1531	1395.71	11.97	0.10	0.20	100.00
uc001ddu.3	1010	4040	3904.71	0.00	0.00	0.00	0.00
uc010oqi.2	1010	4028	3892.71	0.00	0.00	0.00	0.00
uc010oqj.2	1010	4024	3888.71	0.00	0.00	0.00	0.00
uc010oqk.3	1010	4133	3997.71	0.00	0.00	0.00	0.00
uc010oql.3	1010	3782	3646.71	2.86	0.01	0.02	2.58
uc010oqm.3	1010	3849	3713.71	110.14	0.36	0.69	97.42
uc010oqn.3	1010	3790	3654.71	0.00	0.00	0.00	0.00
uc002bfq.3	10100	1126	990.71	33.23	0.40	0.78	98.60
uc002bfr.3	10100	6576	6440.71	0.00	0.00	0.00	0.00
uc002bfs.3	10100	6423	6287.71	3.00	0.01	0.01	1.40
uc010unm.2	10100	6501	6365.71	0.00	0.00	0.00	0.00
uc002bft.3	10101	2258	2122.71	0.00	0.00	0.00	0.00
uc002bfu.3	10101	2408	2272.71	410.36	2.17	4.21	94.96
uc021ssb.1	10101	2335	2199.71	21.09	0.12	0.22	5.04
uc002bfw.1	10102	7080	6944.71	8.72	0.02	0.03	27.24
uc010unn.1	10102	7179	7043.71	0.00	0.00	0.00	0.00
uc021sse.1	10102	2307	2171.71	7.29	0.04	0.08	72.76
uc021ssc.1	10103	96	1.71	0.00	0.00	0.00	0.00
uc021ssd.1	10104	21	0.00	0.00	0.00	0.00	0.00
uc002bfx.3	10105	2976	2840.71	317.95	1.34	2.61	40.66
uc002bfy.1	10105	4243	4107.71	670.99	1.96	3.81	59.34
uc010uno.2	10105	2196	2060.71	0.00	0.00	0.00	0.00
uc021ssf.1	10106	57	0.00	0.00	0.00	0.00	0.00
uc002bfz.3	10107	3068	2932.71	423.00	1.73	3.36	100.00
uc002bgb.3	10108	1596	1460.71	0.00	0.00	0.00	0.00
uc010blp.1	10108	816	680.72	4.00	0.07	0.14	100.00
uc002bgc.2	10109	2922	2786.71	7.16	0.03	0.06	0.97
uc002bge.4	10109	8893	8757.71	0.00	0.00	0.00	0.00
uc002bgg.3	10109	8322	8186.71	0.00	0.00	0.00	0.00
uc002bgi.1	10109	3833	3697.71	0.00	0.00	0.00	0.00
uc002bgj.3	10109	7173	7037.71	474.34	0.81	1.57	25.43
uc002bgl.1	10109	1979	1843.71	109.43	0.71	1.38	22.39
uc010blq.1	10109	4040	3904.71	3.39	0.01	0.02	0.33
uc010unp.2	10109	8113	7977.71	0.00	0.00	0.00	0.00
uc010unq.1	10109	2056	1920.71	170.44	1.07	2.07	33.48
uc021ssg.1	10109	2278	2142.71	0.00	0.00	0.00	0.00
uc021ssh.1	10109	8065	7929.71	0.00	0.00	0.00	0.00
uc021ssi.1	10109	6077	5941.71	274.23	0.55	1.08	17.41
uc001ddv.3	1011	6764	6628.71	4441.59	8.04	15.62	24.97
uc001ddw.3	1011	6719	6583.71	5047.11	9.20	17.87	28.56
uc001ddx.3	1011	6746	6610.71	3152.39	5.72	11.12	17.77
uc001ddy.3	1011	6701	6565.71	5058.15	9.25	17.96	28.70
uc002bgm.3	10110	1344	1208.71	11.94	0.12	0.23	10.32
uc002bgn.3	10110	1266	1130.71	97.06	1.03	2.00	89.68
uc002bgp.3	10111	2364	2228.71	1.24	0.01	0.01	12.16
uc010blr.1	10111	3305	3169.71	0.46	0.00	0.00	3.15
uc021ssj.1	10111	3303	3167.71	6.15	0.02	0.05	42.35
uc021ssk.1	10111	3303	3167.71	6.15	0.02	0.05	42.35
uc002bgq.2	10112	3534	3398.71	383.00	1.35	2.63	100.00
uc002bgr.3	10113	2567	2431.71	0.00	0.00	0.00	0.00
uc002bgt.1	10114	3685	3549.71	1239.40	4.19	8.14	100.00
uc002bgu.1	10114	3532	3396.71	0.00	0.00	0.00	0.00
uc002bgv.3	10115	3146	3010.71	0.00	0.00	0.00	0.00
uc010unr.2	10115	3282	3146.71	0.00	0.00	0.00	0.00
uc010uns.2	10115	3352	3216.71	20.00	0.07	0.14	100.00
uc010bls.1	10116	2700	2564.71	10.13	0.05	0.09	100.00
uc021ssl.1	10116	5032	4896.71	0.00	0.00	0.00	0.00
uc021ssm.1	10117	45	0.00	0.00	0.00	0.00	0.00
uc021ssn.1	10118	3548	3412.71	52.20	0.18	0.36	100.00
uc002bgz.3	10119	1595	1459.71	0.00	0.00	0.00	100.00
uc010unu.2	10119	1210	1074.71	0.00	0.00	0.00	0.00
uc001ddz.2	1012	1398	1262.71	1396.87	13.28	25.79	86.03
uc009wbb.2	1012	1296	1160.71	166.13	1.72	3.34	11.13
uc009wbc.2	1012	1160	1024.71	0.00	0.00	0.00	0.00
uc009wbd.2	1012	1040	904.71	33.00	0.44	0.85	2.84
uc021sso.1	10120	699	563.74	32246.82	686.61	1333.75	100.00
uc002bha.1	10121	1300	1164.71	102.17	1.05	2.05	89.98
uc002bhb.4	10121	4242	4106.71	40.13	0.12	0.23	10.02
uc010blt.3	10121	4375	4239.71	0.00	0.00	0.00	0.00
uc002bhc.3	10122	31	0.00	0.00	0.00	0.00	0.00
uc021ssp.1	10123	36	0.00	0.00	0.00	0.00	0.00
uc002bhd.1	10124	28	0.00	0.00	0.00	0.00	0.00
uc002bhe.1	10125	39	0.00	0.00	0.00	0.00	0.00
uc021ssq.1	10126	6807	6671.71	54.93	0.10	0.19	100.00
uc002bhg.5	10127	3055	2919.71	988.82	4.07	7.90	66.72
uc002bhh.5	10127	4129	3993.71	674.57	2.03	3.94	33.28
uc002bhi.4	10127	3298	3162.71	0.00	0.00	0.00	0.00
uc010blu.3	10127	2916	2780.71	0.00	0.00	0.00	0.00
uc010blv.4	10127	2872	2736.71	0.00	0.00	0.00	0.00
uc010blw.3	10127	2820	2684.71	0.00	0.00	0.00	0.00
uc010blx.3	10127	3190	3054.71	0.00	0.00	0.00	0.00
uc010bly.2	10127	2069	1933.71	0.00	0.00	0.00	0.00
uc002bhk.3	10128	31	0.00	0.00	0.00	0.00	0.00
uc010unv.2	10129	33	0.00	0.00	0.00	0.00	0.00
uc001dea.2	1013	4427	4291.71	53.00	0.15	0.29	100.00
uc002bhl.2	10130	1620	1484.71	0.00	0.00	0.00	0.00
uc002bhm.2	10130	1450	1314.71	50.37	0.46	0.89	49.28
uc021sss.1	10130	445	309.84	12.22	0.47	0.92	50.72
uc002bie.2	10131	1368	1232.71	84.27	0.82	1.59	35.03
uc010bmh.3	10131	4375	4239.71	0.00	0.00	0.00	0.00
uc021ssr.1	10131	4242	4106.71	520.64	1.52	2.96	64.97
uc002bhp.2	10132	31	0.00	0.00	0.00	0.00	0.00
uc021sst.1	10133	36	0.00	0.00	0.00	0.00	0.00
uc002bhr.1	10134	485	349.81	29107.50	998.78	1940.15	100.00
uc021ssu.2	10134	468	332.82	0.00	0.00	0.00	0.00
uc021ssv.1	10135	5032	4896.71	5.99	0.01	0.03	100.00
uc021ssw.1	10136	45	0.00	0.00	0.00	0.00	0.00
